Species,Block,Latitude,Longitude,AddressAccuracy,WnvPresent,Tmax,Tmin,Tavg,DewPoint,WetBulb,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Month,Day,Tavg_Lag7,DewPoint_Lag7,WetBulb_Lag7,PrecipTotal_Lag7,SeaLevel_Lag7,Tavg_Lag14,DewPoint_Lag14,WetBulb_Lag14,PrecipTotal_Lag14,SeaLevel_Lag14,Tavg_Lag21,DewPoint_Lag21,WetBulb_Lag21,PrecipTotal_Lag21,SeaLevel_Lag21,Tavg_Lag28,DewPoint_Lag28,WetBulb_Lag28,PrecipTotal_Lag28,SeaLevel_Lag28,Tavg_Lag35,DewPoint_Lag35,WetBulb_Lag35,PrecipTotal_Lag35,SeaLevel_Lag35
CULEX PIPIENS,12,41.673408,-87.599862,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,12,41.673408,-87.599862,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,12,41.673408,-87.599862,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,12,41.673408,-87.599862,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,12,41.673408,-87.599862,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS/RESTUANS,10,41.726465,-87.585413,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS/RESTUANS,10,41.726465,-87.585413,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,10,41.726465,-87.585413,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,10,41.726465,-87.585413,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,10,41.726465,-87.585413,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,10,41.726465,-87.585413,5,1,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,10,41.726465,-87.585413,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,10,41.726465,-87.585413,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,10,41.726465,-87.585413,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,10,41.726465,-87.585413,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,10,41.726465,-87.585413,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,10,41.726465,-87.585413,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,10,41.726465,-87.585413,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,10,41.726465,-87.585413,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,10,41.726465,-87.585413,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX TERRITANS,10,41.726465,-87.585413,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS/RESTUANS,13,41.678618,-87.559308,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS/RESTUANS,13,41.678618,-87.559308,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,13,41.678618,-87.559308,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,13,41.678618,-87.559308,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX TERRITANS,13,41.678618,-87.559308,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX TERRITANS,13,41.678618,-87.559308,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS/RESTUANS,13,41.737052,-87.543067,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,13,41.737052,-87.543067,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS/RESTUANS,13,41.740641,-87.546587,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,13,41.740641,-87.546587,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS/RESTUANS,37,41.680946,-87.535198,8,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,37,41.680946,-87.535198,8,1,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,37,41.680946,-87.535198,8,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,37,41.680946,-87.535198,8,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,37,41.680946,-87.535198,8,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,37,41.680946,-87.535198,8,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS/RESTUANS,38,41.686398,-87.531635,8,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,38,41.686398,-87.531635,8,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX SALINARIUS,38,41.686398,-87.531635,8,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX TERRITANS,38,41.686398,-87.531635,8,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS/RESTUANS,81,41.729669,-87.582699,5,1,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,81,41.729669,-87.582699,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS/RESTUANS,24,41.704572,-87.565666,8,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS/RESTUANS,24,41.704572,-87.565666,8,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS/RESTUANS,24,41.704572,-87.565666,8,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,24,41.704572,-87.565666,8,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,24,41.704572,-87.565666,8,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,24,41.704572,-87.565666,8,1,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,24,41.704572,-87.565666,8,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,24,41.704572,-87.565666,8,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,24,41.704572,-87.565666,8,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS/RESTUANS,10,41.750498,-87.605294,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,10,41.750498,-87.605294,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS/RESTUANS,11,41.702724,-87.536497,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS/RESTUANS,11,41.702724,-87.536497,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS/RESTUANS,11,41.702724,-87.536497,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS/RESTUANS,11,41.702724,-87.536497,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS/RESTUANS,11,41.702724,-87.536497,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS/RESTUANS,11,41.702724,-87.536497,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS/RESTUANS,11,41.702724,-87.536497,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS/RESTUANS,11,41.702724,-87.536497,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,11,41.702724,-87.536497,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,11,41.702724,-87.536497,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,11,41.702724,-87.536497,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,11,41.702724,-87.536497,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,11,41.702724,-87.536497,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,11,41.702724,-87.536497,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,11,41.702724,-87.536497,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,11,41.702724,-87.536497,5,1,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,11,41.702724,-87.536497,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX TERRITANS,11,41.702724,-87.536497,5,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS/RESTUANS,40,41.659112,-87.538693,8,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,40,41.659112,-87.538693,8,0,91,67,79,66,70,0.00,29.28,29.99,9.0,20,9.5,8,28,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS/RESTUANS,41,41.95469,-87.800991,9,1,89,63,76,60,66,0.00,29.28,30.0,2.8,22,4.3,9,4,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,41,41.95469,-87.800991,9,1,89,63,76,60,66,0.00,29.28,30.0,2.8,22,4.3,9,4,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS/RESTUANS,62,41.994991,-87.769279,9,0,89,63,76,60,66,0.00,29.28,30.0,2.8,22,4.3,9,4,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,62,41.994991,-87.769279,9,0,89,63,76,60,66,0.00,29.28,30.0,2.8,22,4.3,9,4,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,79,41.974089,-87.824812,8,0,89,63,76,60,66,0.00,29.28,30.0,2.8,22,4.3,9,4,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS/RESTUANS,15,41.9216,-87.666455,8,0,89,63,76,60,66,0.00,29.28,30.0,2.8,22,4.3,9,4,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
CULEX PIPIENS,15,41.9216,-87.666455,8,0,89,63,76,60,66,0.00,29.28,30.0,2.8,22,4.3,9,4,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99,79.0,66.0,70.0,0.00,29.99
