Date,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2012-09-20,1,72,51,62, 0,39,50,3,0,1753,1753, ,0,M,0.0,0.00,29.16,29.89,8.4,28,8.9
2012-09-21,1,60,48,54,-8,46,50,11,0,1751,1751,RA,0,M,0.0,0.15,29.13,29.86,1.9,29,6.6
2012-09-22,1,59,44,52,-10,41,46,13,0,1749,1749,RA,0,M,0.0,0.02,29.29,29.99,10.3,29,11.0
2012-09-23,1,61,40,51,-10,35,43,14,0,1748,1748, ,0,M,0.0,0.00,29.49,30.21,6.2,30,6.6
2012-09-24,1,70,37,54,-7,34,46,11,0,1746,1746, ,0,M,0.0,0.00,29.28,30.05,11.3,23,11.5
2012-09-25,1,77,49,63, 2,52,57,2,0,1744,1744, ,0,M,0.0,0.00,29.13,29.86,8.6,21,9.1
2012-09-26,1,68,53,61, 1,50,54,4,0,1742,1742, ,0,M,0.0,0.00,29.34,30.03,9.4,3,9.8
2012-09-27,1,65,46,56,-4,46,51,9,0,1741,1741, ,0,M,0.0,0.00,29.44,30.16,8.3,36,9.0
2012-09-28,1,67,50,59, 0,48,52,6,0,1739,1739,RA,0,M,0.0,  T,29.4,30.13,7.5,1,8.9
2012-09-29,1,79,48,64, 5,46,53,1,0,1737,1737, ,0,M,0.0,0.00,29.29,30.03,2.4,34,5.9
2012-09-30,1,66,50,58,-1,46,51,7,0,1735,1735, ,0,M,0.0,0.00,29.23,29.96,7.2,3,8.1
2012-10-01,1,66,47,57,-1,46,52,8,0,1734,1734, ,0,M,0.0,0.00,29.13,29.87,3.8,6,4.8
2012-10-02,1,69,53,61, 3,50,55,4,0,1732,1732, ,0,M,0.0,0.00,29.15,29.86,9.6,3,9.9
2012-10-03,1,63,59,61, 4,59,60,4,0,1730,1730,RA DZ BR,0,M,0.0,0.26,29.23,29.94,2.8,22,4.8
2012-10-04,1,77,48,63, 6,52,56,2,0,1729,1729,RA,0,M,0.0,0.12,29.31,30.02,10.1,24,11.7
2012-10-05,1,50,39,45,-12,31,40,20,0,1727,1727, ,0,M,0.0,0.00,29.36,30.09,8.4,28,8.9
2012-10-06,1,50,34,42,-14,28,37,23,0,1725,1725, ,0,M,0.0,0.00,29.41,30.13,9.5,30,9.8
2012-10-07,1,51,36,44,-12,24,36,21,0,1724,1724, ,0,M,0.0,0.00,29.41,30.14,6.1,28,7.6
2012-10-08,1,60,32,46,-10,29,40,19,0,1722,1722, ,0,M,0.0,0.00,29.32,30.07,13.9,20,13.8
2012-10-09,1,65,42,54,-1,38,45,11,0,1720,1720,RA BR,0,M,0.0,0.17,29.15,29.9,13.1,22,16.7
2012-10-10,1,51,35,43,-12,31,38,22,0,1719,1719, ,0,M,0.0,0.00,29.36,30.08,12.1,28,12.7
2012-10-11,1,67,35,51,-3,35,44,14,0,1717,1717,RA,0,M,0.0,0.02,29.4,30.11,9.0,23,15.0
2012-10-12,1,53,37,45,-9,32,40,20,0,1715,1715, ,0,M,0.0,  T,29.61,30.35,6.1,7,10.6
2012-10-13,1,67,44,56, 3,52,54,9,0,1714,1714,RA DZ BR,0,M,0.0,0.21,29.18,29.95,11.9,20,12.6
2012-10-14,1,71,48,60, 7,55,57,5,0,1712,1712,TSRA RA BR,0,M,0.0,0.77,28.89,29.62,10.8,24,15.6
2012-10-15,1,60,41,51,-2,41,46,14,0,1711,1711, ,0,M,0.0,0.00,29.21,29.89,5.4,32,9.0
2012-10-16,1,70,40,55, 3,45,51,10,0,1709,1709, ,0,M,0.0,0.00,28.97,29.72,14.0,18,14.4
2012-10-17,1,68,54,61, 9,52,56,4,0,1707,1707,RA BR,0,M,0.0,0.51,28.71,29.45,15.6,19,17.7
2012-10-18,1,54,45,50,-1,41,45,15,0,1706,1706,RA,0,M,0.0,0.07,28.71,29.43,13.7,22,15.1
2012-10-19,1,52,43,48,-3,43,45,17,0,1704,1704,RA DZ,0,M,0.0,0.02,28.81,29.51,4.2,26,7.0
2012-10-20,1,59,39,49,-1,40,44,16,0,1703,1703, ,0,M,0.0,0.00,29.1,29.8,6.9,27,7.2
2012-10-21,1,68,37,53, 3,45,49,12,0,1701,1701, ,0,M,0.0,0.00,29.25,29.97,6.2,16,6.5
2012-10-22,1,65,49,57, 7,56,57,8,0,1660,1660,TSRA RA BR,0,M,0.0,0.81,29.18,29.92,4.0,20,6.5
2012-10-23,1,70,57,64,15,60,61,1,0,1658,1658,RA BR,0,M,0.0,0.06,29.18,29.9,4.4,16,7.0
2012-10-24,1,78,58,68,19,62,65,0,3,1657,1657, ,0,M,0.0,0.00,29.15,29.88,11.5,19,11.2
2012-10-25,1,75,45,60,12,56,59,5,0,1656,1656,RA,0,M,0.0,0.13,29.11,29.81,11.8,22,17.6
2012-10-26,1,51,37,44,-4,30,39,21,0,1654,1654, ,0,M,0.0,0.00,29.54,30.25,8.9,34,9.7
2012-10-27,1,48,34,41,-7,27,36,24,0,1653,1653, ,0,M,0.0,0.00,29.54,30.28,9.6,36,10.5
2012-10-28,1,49,38,44,-3,30,38,21,0,1651,1651, ,0,M,0.0,0.00,29.52,30.27,12.8,1,13.6
2012-10-29,1,51,36,44,-3,30,38,21,0,1650,1650, ,0,M,0.0,0.00,29.43,30.2,14.3,36,15.0
2012-10-30,1,48,39,44,-2,26,36,21,0,1649,1649, ,0,M,0.0,0.00,29.08,29.85,19.4,35,18.5
2012-10-31,1,50,34,42,-4,26,35,23,0,1647,1647, ,0,M,0.0,0.00,29.09,29.83,13.5,33,13.8
2013-05-01,1,84,56,70,17,54,62,0,5,1849,1849, ,0,M,0.0,0.00,29.36,30.06,8.0,18,9.7
2013-05-02,1,55,42,49,-5,41,45,16,0,1850,1850,RA,0,M,0.0,0.11,29.44,30.17,15.2,3,15.4
2013-05-03,1,48,40,44,-10,42,43,21,0,1851,1851,RA BR,0,M,0.0,0.05,29.28,30.03,11.2,4,11.5
2013-05-04,1,71,48,60, 6,45,51,5,0,1852,1852, ,0,M,0.0,0.02,29.26,29.99,6.1,6,7.0
2013-05-05,1,69,48,59, 4,43,50,6,0,1853,1853,RA,0,M,0.0,  T,29.28,30.0,8.8,3,9.3
2013-05-06,1,71,50,61, 6,39,49,4,0,1855,1855, ,0,M,0.0,  T,29.28,30.0,7.5,3,8.0
2013-05-07,1,75,48,62, 7,41,52,3,0,1856,1856, ,0,M,0.0,0.00,29.28,30.0,4.7,5,5.8
2013-05-08,1,79,48,64, 8,43,54,1,0,1857,1857, ,0,M,0.0,0.00,29.26,29.98,3.7,7,5.1
2013-05-09,1,75,46,61, 5,50,54,4,0,1858,1858,RA,0,M,0.0,0.32,29.15,29.9,1.0,9,5.8
2013-05-10,1,47,44,46,-10,43,45,19,0,1859,1859,RA DZ BR,0,M,0.0,0.13,29.18,29.91,9.4,36,10.0
2013-05-11,1,60,43,52,-5,37,45,13,0,1860,1860, ,0,M,0.0,0.00,29.21,29.92,10.1,30,12.7
2013-05-12,1,55,37,46,-11,29,39,19,0,1901,1901, ,0,M,0.0,0.00,29.35,30.08,7.8,32,11.2
2013-05-13,1,64,36,50,-8,32,43,15,0,1902,1902, ,0,M,0.0,0.00,29.34,30.09,2.5,9,5.9
2013-05-14,1,91,50,71,13,49,59,0,6,1903,1903, ,0,M,0.0,0.00,28.98,29.75,8.4,22,11.7
2013-05-15,1,84,60,72,14,49,59,0,7,1904,1904, ,0,M,0.0,0.00,29.07,29.77,3.2,28,8.4
2013-05-16,1,83,53,68, 9,46,56,0,3,1905,1905, ,0,M,0.0,0.00,29.2,29.89,4.1,7,5.0
2013-05-17,1,70,55,63, 4,46,53,2,0,1906,1906, ,0,M,0.0,  T,29.29,30.0,6.1,4,6.8
2013-05-18,1,80,56,68, 8,56,61,0,3,1907,1907, ,0,M,0.0,0.00,29.26,29.99,5.3,12,6.5
2013-05-19,1,86,58,72,12,61,66,0,7,1908,1908,BR HZ,0,M,0.0,0.00,29.12,29.85,6.2,14,7.6
2013-05-20,1,89,65,77,16,60,67,0,12,1909,1909,TSRA RA BR,0,M,0.0,1.09,29.03,29.73,12.6,22,13.7
2013-05-21,1,81,64,73,12,63,66,0,8,1910,1910,RA BR,0,M,0.0,0.56,28.96,29.67,11.2,20,12.1
2013-05-22,1,73,52,63, 2,60,63,2,0,1911,1911,TS RA BR,0,M,0.0,1.35,28.97,29.66,4.5,25,7.4
2013-05-23,1,54,42,48,-13,43,46,17,0,1912,1912,RA BR,0,M,0.0,0.06,29.38,30.05,14.5,2,14.8
2013-05-24,1,57,41,49,-13,34,42,16,0,1913,1913, ,0,M,0.0,0.00,29.62,30.35,7.5,4,8.1
2013-05-25,1,57,44,51,-11,37,44,14,0,1914,1914, ,0,M,0.0,0.00,29.59,30.34,4.7,5,5.1
2013-05-26,1,68,44,56,-6,44,50,9,0,1915,1915,RA,0,M,0.0,0.02,29.47,30.22,5.5,9,7.4
2013-05-27,1,62,53,58,-4,53,55,7,0,1916,1916,TSRA DZ BR HZ,0,M,0.0,0.23,29.21,29.97,8.5,9,9.1
2013-05-28,1,76,56,66, 3,64,66,0,1,1916,1916,TSRA RA BR,0,M,0.0,0.20,29.06,29.78,8.7,21,10.2
2013-05-29,1,84,64,74,10,64,67,0,9,1917,1917, ,0,M,0.0,0.01,29.16,29.88,7.3,20,8.7
2013-05-30,1,83,64,74,10,66,69,0,9,1918,1918,TSRA RA,0,M,0.0,0.51,29.13,29.85,13.4,19,14.6
2013-05-31,1,77,64,71, 7,65,67,0,6,1919,1919,RA BR,0,M,0.0,0.30,29.05,29.79,11.7,20,12.1
2013-06-01,1,76,63,70, 6,62,64,0,5,1920,1920,RA BR,0,M,0.0,0.56,28.98,29.69,13.1,22,13.0
2013-06-02,1,63,43,53,-11,50,51,12,0,1920,1920,RA DZ BR,0,M,0.0,0.01,29.24,29.93,1.8,5,6.2
2013-06-03,1,68,43,56,-8,43,50,9,0,1921,1921, ,0,M,0.0,0.00,29.34,30.06,3.7,12,4.8
2013-06-04,1,72,50,61,-3,45,52,4,0,1922,1922, ,0,M,0.0,0.00,29.39,30.11,5.3,7,6.1
2013-06-05,1,73,54,64,-1,49,54,1,0,1923,1923,RA,0,M,0.0,0.01,29.24,30.0,6.8,5,8.2
2013-06-06,1,64,52,58,-8,50,53,7,0,1923,1923,RA,0,M,0.0,0.15,29.18,29.91,8.9,3,9.1
2013-06-07,1,68,52,60,-6,45,52,5,0,1924,1924, ,0,M,0.0,  T,29.2,29.92,9.5,3,9.9
2013-06-08,1,74,49,62,-4,43,53,3,0,1925,1925, ,0,M,0.0,0.00,29.25,29.96,4.7,7,5.4
2013-06-09,1,80,55,68, 2,55,61,0,3,1925,1925,RA,0,M,0.0,0.01,29.15,29.88,6.0,15,8.9
2013-06-10,1,76,60,68, 1,63,65,0,3,1926,1926,TSRA RA BR HZ,0,M,0.0,0.26,29.08,29.79,2.7,4,4.3
2013-06-11,1,83,60,72, 5,62,67,0,7,1926,1926,RA BR,0,M,0.0,  T,29.13,29.85,3.2,25,4.5
2013-06-12,1,86,63,75, 7,64,67,0,10,1927,1927,TS TSRA BR,0,M,0.0,0.75,29.0,29.74,3.1,8,8.0
2013-06-13,1,73,58,66,-2,54,59,0,1,1927,1927,BR,0,M,0.0,0.00,29.23,29.92,11.7,3,12.2
2013-06-14,1,78,56,67,-1,51,57,0,2,1928,1928, ,0,M,0.0,0.00,29.34,30.05,6.6,6,7.9
2013-06-15,1,80,58,69, 1,62,65,0,4,1928,1928,RA BR,0,M,0.0,0.17,29.21,29.95,5.6,21,7.7
2013-06-16,1,86,69,78, 9,62,67,0,13,1929,1929, ,0,M,0.0,0.00,29.16,29.88,8.3,27,9.2
2013-06-17,1,88,59,74, 5,55,63,0,9,1929,1929, ,0,M,0.0,0.03,29.18,29.89,3.9,29,8.1
2013-06-18,1,71,56,64,-6,52,56,1,0,1929,1929,BR,0,M,0.0,0.00,29.31,30.01,11.4,3,11.6
2013-06-19,1,75,53,64,-6,46,55,1,0,1930,1930, ,0,M,0.0,0.00,29.39,30.1,5.9,8,6.9
2013-06-20,1,86,56,71, 1,58,64,0,6,1930,1930, ,0,M,0.0,0.00,29.38,30.1,5.1,12,5.9
2013-06-21,1,82,68,75, 5,65,68,0,10,1930,1930,RA BR,0,M,  T,0.79,29.34,30.04,7.4,19,9.5
2013-06-22,1,80,67,74, 4,67,69,0,9,1931,1931,RA,0,M,0.0,0.04,29.3,30.01,3.1,22,8.4
2013-06-23,1,87,66,77, 7,68,71,0,12,1931,1931,RA,0,M,0.0,0.84,29.26,29.97,10.7,20,11.5
2013-06-24,1,89,67,78, 7,67,69,0,13,1931,1931,BR,0,M,0.0,0.18,29.25,29.95,8.9,23,10.0
2013-06-25,1,85,67,76, 5,69,71,0,11,1931,1931,TSRA,0,M,0.0,0.03,29.13,29.86,4.5,19,6.9
2013-06-26,1,80,66,73, 2,67,68,0,8,1931,1931,TSRA RA BR,0,M,0.0,1.48,29.05,29.76,2.2,16,7.4
2013-06-27,1,90,64,77, 6,67,70,0,12,1931,1931,BR,0,M,  T,0.92,29.01,29.73,7.2,29,7.2
2013-06-28,1,83,67,75, 4,61,66,0,10,1931,1931,RA,0,M,0.0,  T,28.91,29.63,10.5,31,10.9
2013-06-29,1,72,64,68,-3,59,62,0,3,1931,1931,BR,0,M,0.0,0.00,28.97,29.66,12.0,2,12.3
2013-06-30,1,77,62,70,-2,52,59,0,5,1931,1931, ,0,M,0.0,0.00,29.2,29.88,13.8,2,13.9
2013-07-01,1,75,59,67,-5,51,58,0,2,1931,1931, ,0,M,0.0,0.00,29.31,30.03,12.6,3,12.3
2013-07-02,1,68,60,64,-8,52,57,1,0,1931,1931, ,0,M,0.0,  T,29.33,30.05,11.0,3,11.2
2013-07-03,1,72,59,66,-6,60,62,0,1,1931,1931,DZ BR HZ,0,M,0.0,0.02,29.32,30.04,2.2,2,5.3
2013-07-04,1,83,56,70,-2,61,64,0,5,1930,1930,BR,0,M,0.0,0.00,29.34,30.05,4.4,20,5.1
2013-07-05,1,86,60,73, 1,61,66,0,8,1930,1930, ,0,M,0.0,0.00,29.33,30.04,3.7,19,4.8
2013-07-06,1,83,65,74, 2,65,68,0,9,1930,1930, ,0,M,0.0,0.00,29.29,30.01,4.1,19,4.5
2013-07-07,1,88,70,79, 7,67,71,0,14,1930,1930, ,0,M,0.0,0.00,29.26,29.97,6.6,21,6.8
2013-07-08,1,86,70,78, 5,71,74,0,13,1929,1929,TSRA RA BR,0,M,0.0,0.50,29.24,29.95,7.8,23,8.4
2013-07-09,1,85,73,79, 6,74,75,0,14,1929,1929,BR,0,M,0.0,  T,29.19,29.91,6.9,23,7.3
2013-07-10,1,85,66,76, 3,65,70,0,11,1929,1929, ,0,M,0.0,0.00,29.2,29.89,6.0,34,8.3
2013-07-11,1,81,64,73, 0,54,62,0,8,1928,1928, ,0,M,0.0,0.00,29.36,30.06,6.5,3,7.4
2013-07-12,1,83,58,71,-2,53,61,0,6,1928,1928, ,0,M,0.0,0.00,29.38,30.1,4.0,8,4.8
2013-07-13,1,84,62,73, 0,59,65,0,8,1927,1927, ,0,M,0.0,0.00,29.41,30.12,6.8,9,7.5
2013-07-14,1,88,72,80, 7,66,71,0,15,1927,1927, ,0,M,0.0,0.00,29.47,30.17,6.7,9,7.6
2013-07-15,1,89,71,80, 6,71,74,0,15,1926,1926, ,0,M,0.0,0.09,29.52,30.23,4.3,8,5.1
2013-07-16,1,92,73,83, 9,72,75,0,18,1925,1925, ,0,M,0.0,0.00,29.54,30.25,6.4,23,6.8
2013-07-17,1,94,76,85,11,72,76,0,20,1925,1925, ,0,M,0.0,0.00,29.51,30.23,6.7,26,6.9
2013-07-18,1,95,77,86,12,72,76,0,21,1924,1924, ,0,M,0.0,  T,29.31,30.05,7.2,24,8.1
2013-07-19,1,96,71,84,10,70,75,0,19,1923,1923,TS BR,0,M,0.0,0.58,29.1,29.83,13.3,25,14.0
2013-07-20,1,89,71,80, 6,64,69,0,15,1923,1923, ,0,M,0.0,0.06,29.17,29.86,4.8,1,7.5
2013-07-21,1,88,68,78, 4,65,69,0,13,1922,1922, ,0,M,0.0,0.01,29.18,29.89,2.8,7,6.7
2013-07-22,1,87,71,79, 5,66,71,0,14,1921,1921,TSRA RA,0,M,0.0,  T,29.07,29.78,4.9,24,7.4
2013-07-23,1,78,63,71,-3,60,64,0,6,1920,1920, ,0,M,0.0,0.03,29.15,29.83,8.8,2,11.0
2013-07-24,1,72,60,66,-8,51,58,0,1,1919,1919, ,0,M,0.0,0.00,29.31,30.01,7.8,5,8.1
2013-07-25,1,81,57,69,-5,54,61,0,4,1918,1918, ,0,M,0.0,0.00,29.33,30.05,4.1,23,5.1
2013-07-26,1,70,62,66,-8,61,63,0,1,1918,1918,RA BR,0,M,0.0,0.39,29.21,29.94,7.6,22,8.5
2013-07-27,1,65,55,60,-14,51,56,5,0,1917,1917, ,0,M,0.0,0.00,29.17,29.9,9.0,30,10.6
2013-07-28,1,69,54,62,-12,50,55,3,0,1916,1916,RA,0,M,0.0,  T,29.23,29.93,8.7,28,9.1
2013-07-29,1,76,57,67,-7,55,59,0,2,1915,1915, ,0,M,0.0,0.00,29.41,30.11,2.0,1,7.0
2013-07-30,1,74,57,66,-8,59,62,0,1,1914,1914,RA,0,M,0.0,0.04,29.39,30.12,4.2,16,4.7
2013-07-31,1,75,62,69,-5,64,65,0,4,1913,1913,RA DZ BR,0,M,0.0,0.50,29.26,30.0,2.2,32,4.4
2013-08-01,1,81,61,71,-2,57,62,0,6,1911,1911, ,0,M,0.0,0.00,29.23,29.95,7.6,30,7.8
2013-08-02,1,84,62,73, 0,63,67,0,8,1910,1910,RA BR,0,M,0.0,0.63,29.15,29.87,4.5,29,8.2
2013-08-03,1,81,64,73, 0,55,62,0,8,1909,1909, ,0,M,0.0,0.00,29.33,30.03,5.8,2,6.8
2013-08-04,1,75,60,68,-5,56,61,0,3,1908,1908,RA,0,M,0.0,  T,29.42,30.14,5.9,6,7.8
2013-08-05,1,75,58,67,-6,59,62,0,2,1907,1907,RA,0,M,0.0,0.07,29.23,29.98,6.8,19,7.6
2013-08-06,1,83,67,75, 2,68,70,0,10,1906,1906, ,0,M,0.0,0.04,29.13,29.86,7.2,21,8.0
2013-08-07,1,89,67,78, 5,68,71,0,13,1904,1904, ,0,M,0.0,  T,29.14,29.83,4.0,30,9.9
2013-08-08,1,78,65,72,-1,56,62,0,7,1903,1903, ,0,M,0.0,0.00,29.26,29.98,8.6,5,9.3
2013-08-09,1,82,59,71,-2,60,65,0,6,1902,1902, ,0,M,0.0,  T,29.28,29.98,4.7,27,5.3
2013-08-12,1,82,67,75, 2,65,68,0,10,1858,1858,RA DZ,0,M,0.0,0.27,29.21,29.93,3.5,27,7.5
2013-08-13,1,70,58,64,-9,52,58,1,0,1856,1856, ,0,M,0.0,0.00,29.37,30.07,8.7,3,9.6
2013-08-14,1,72,56,64,-8,50,56,1,0,1855,1855, ,0,M,0.0,0.00,29.44,30.16,3.9,4,7.1
2013-08-15,1,75,55,65,-7,53,58,0,0,1854,1854, ,0,M,0.0,0.00,29.4,30.13,4.2,24,4.9
2013-08-16,1,82,55,69,-3,52,60,0,4,1852,1852, ,0,M,0.0,0.00,29.44,30.15,2.8,4,5.2
2013-08-17,1,81,57,69,-3,56,62,0,4,1851,1851, ,0,M,0.0,0.00,29.47,30.19,5.7,8,6.4
2013-08-18,1,81,59,70,-2,57,63,0,5,1849,1849, ,0,M,0.0,0.00,29.41,30.14,3.7,8,4.8
2013-08-19,1,85,57,71, 0,60,65,0,6,1848,1848, ,0,M,0.0,0.00,29.34,30.07,5.1,25,5.3
2013-08-20,1,88,66,77, 6,62,68,0,12,1846,1846, ,0,M,0.0,0.00,29.34,30.06,7.7,22,8.0
2013-08-21,1,90,68,79, 8,65,70,0,14,1845,1845,RA,0,M,0.0,0.01,29.3,30.02,8.6,23,9.0
2013-08-22,1,78,68,73, 2,67,69,0,8,1843,1843,RA,0,M,0.0,0.23,29.36,30.05,1.5,23,7.0
2013-08-23,1,82,62,72, 1,55,63,0,7,1842,1842,BR,0,M,0.0,0.00,29.43,30.14,6.1,6,6.8
2013-08-24,1,86,60,73, 2,59,65,0,8,1840,1840, ,0,M,0.0,0.00,29.49,30.2,5.3,17,6.1
2013-08-25,1,89,65,77, 7,62,68,0,12,1839,1839, ,0,M,0.0,0.00,29.46,30.18,9.2,22,9.6
2013-08-26,1,92,70,81,11,68,72,0,16,1837,1837, ,0,M,0.0,0.00,29.34,30.06,9.0,24,9.4
2013-08-27,1,96,77,87,17,70,75,0,22,1835,1835, ,0,M,0.0,0.00,29.18,29.9,11.7,24,12.0
2013-08-28,1,83,71,77, 7,69,72,0,12,1834,1834, ,0,M,0.0,0.00,29.26,29.95,6.9,3,9.3
2013-08-29,1,89,66,78, 8,64,69,0,13,1832,1832,BR HZ,0,M,0.0,0.00,29.29,30.01,3.9,10,4.7
2013-08-30,1,96,67,82,12,68,72,0,17,1831,1831,BR,0,M,0.0,0.36,29.13,29.86,4.4,26,8.3
2013-08-31,1,78,71,75, 6,67,69,0,10,1829,1829,TS TSRA,0,M,0.0,0.07,29.1,29.82,6.1,5,7.2
2013-09-01,1,85,65,75, 7,67,70,0,10,1827,1827,TS,0,M,0.0,0.14,29.05,29.76,4.2,29,5.2
2013-09-02,1,79,60,70, 2,61,64,0,5,1826,1826, ,0,M,0.0,0.00,29.21,29.9,8.1,2,9.2
2013-09-03,1,77,57,67,-1,54,59,0,2,1824,1824, ,0,M,0.0,0.00,29.32,30.02,4.0,30,5.8
2013-09-04,1,84,59,72, 4,57,63,0,7,1822,1822, ,0,M,0.0,0.00,29.37,30.08,6.2,26,7.0
2013-09-05,1,74,59,67, 0,54,60,0,2,1821,1821, ,0,M,0.0,  T,29.49,30.2,9.0,5,9.2
2013-09-06,1,86,57,72, 5,58,64,0,7,1819,1819, ,0,M,0.0,0.00,29.38,30.11,4.7,20,6.0
2013-09-07,1,88,65,77,10,62,68,0,12,1817,1817, ,0,M,0.0,0.01,29.21,29.94,5.7,23,6.9
2013-09-08,1,77,71,74, 8,66,69,0,9,1815,1815, ,0,M,0.0,0.00,29.26,29.98,10.5,7,11.9
2013-09-09,1,94,68,81,15,70,74,0,16,1814,1814, ,0,M,0.0,0.00,29.15,29.86,9.0,20,10.1
2013-09-10,1,95,77,86,20,64,71,0,21,1812,1812, ,0,M,0.0,0.00,29.25,29.95,12.1,24,12.5
2013-09-11,1,91,75,83,18,66,71,0,18,1810,1810, ,0,M,0.0,  T,29.28,29.98,4.2,27,7.5
2013-09-12,1,82,62,72, 7,59,64,0,7,1809,1809,RA,0,M,0.0,  T,29.28,29.98,7.0,35,9.4
2013-09-13,1,67,52,60,-5,45,52,5,0,1807,1807, ,0,M,0.0,0.00,29.41,30.13,10.7,1,11.5
2013-09-14,1,72,47,60,-4,43,52,5,0,1805,1805, ,0,M,0.0,0.00,29.36,30.1,4.7,21,5.9
2013-09-15,1,62,56,59,-5,52,55,6,0,1803,1803,RA BR,0,M,0.0,0.65,29.34,30.06,1.1,2,5.4
2013-09-16,1,64,51,58,-6,47,52,7,0,1760,1760, ,0,M,0.0,0.00,29.59,30.3,9.7,3,10.8
2013-09-17,1,71,49,60,-4,51,56,5,0,1758,1758, ,0,M,0.0,0.00,29.49,30.23,7.0,13,7.6
2013-09-18,1,81,60,71, 7,60,64,0,6,1756,1756, ,0,M,0.0,0.55,29.26,30.01,8.7,18,9.0
2013-09-19,1,84,69,77,14,68,70,0,12,1755,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6
2013-09-20,1,76,58,67, 5,60,63,0,2,1753,1753, ,0,M,0.0,  T,29.08,29.8,10.1,26,11.0
2013-09-21,1,67,52,60,-2,48,53,5,0,1751,1751, ,0,M,0.0,0.00,29.17,29.87,9.6,33,10.0
2013-09-22,1,67,49,58,-4,47,52,7,0,1749,1749, ,0,M,0.0,0.00,29.3,30.01,6.2,4,7.5
2013-09-23,1,67,46,57,-4,48,53,8,0,1748,1748, ,0,M,0.0,0.00,29.34,30.06,4.9,10,6.1
2013-09-24,1,70,49,60,-1,49,54,5,0,1746,1746, ,0,M,0.0,0.00,29.26,30.0,6.2,10,8.0
2013-09-25,1,70,51,61, 0,52,56,4,0,1744,1744, ,0,M,0.0,0.00,29.23,29.95,4.8,5,5.7
2013-09-26,1,75,50,63, 3,52,58,2,0,1742,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
2013-09-27,1,81,52,67, 7,51,57,0,2,1741,1741, ,0,M,0.0,0.00,29.38,30.09,7.0,13,7.4
2013-09-28,1,84,55,70,11,56,62,0,5,1739,1739,RA BR,0,M,0.0,0.20,29.24,29.98,10.9,19,12.7
2013-09-29,1,68,51,60, 1,49,54,5,0,1737,1737,RA BR,0,M,0.0,0.18,29.29,30.01,6.0,36,7.6
2013-09-30,1,74,47,61, 2,49,55,4,0,1735,1735, ,0,M,0.0,0.00,29.21,29.93,5.8,19,6.2
2013-10-01,1,79,62,71,13,62,65,0,6,1734,1734,BR,0,M,0.0,0.00,29.21,29.92,12.5,22,12.2
2013-10-02,1,76,62,69,11,50,59,0,4,1732,1732,BR,0,M,0.0,0.00,29.31,30.02,4.7,7,6.4
2013-10-03,1,78,60,69,12,65,67,0,4,1730,1730,RA DZ FG+ BR,0,M,0.0,0.12,29.19,29.91,7.4,19,7.9
2013-10-04,1,74,65,70,13,65,66,0,5,1729,1729,RA BR,0,M,0.0,  T,29.23,29.94,2.6,12,6.2
2013-10-05,1,80,61,71,14,66,68,0,6,1727,1727,TSRA BR,0,M,0.0,0.82,29.11,29.84,5.2,19,6.4
2013-10-06,1,64,45,55,-1,44,49,10,0,1725,1725,RA,0,M,0.0,0.09,29.02,29.75,8.7,25,9.5
2013-10-07,1,68,45,57, 1,45,50,8,0,1724,1724, ,0,M,0.0,  T,29.23,29.92,6.1,28,9.0
2013-10-08,1,75,43,59, 3,48,53,6,0,1722,1722, ,0,M,0.0,0.00,29.42,30.13,4.7,18,5.6
2013-10-09,1,71,48,60, 5,47,53,5,0,1720,1720, ,0,M,0.0,0.00,29.45,30.18,3.6,12,4.6
2013-10-10,1,74,46,60, 5,50,55,5,0,1719,1719,BR,0,M,0.0,0.00,29.37,30.11,2.9,13,3.9
2013-10-11,1,76,51,64,10,51,56,1,0,1717,1717, ,0,M,0.0,0.00,29.28,30.02,7.3,14,7.7
2013-10-12,1,73,46,60, 6,54,57,5,0,1715,1715,RA BR,0,M,0.0,0.12,29.32,30.02,5.7,21,7.4
2013-10-13,1,64,44,54, 1,41,48,11,0,1714,1714, ,0,M,0.0,0.00,29.62,30.32,5.3,32,6.6
2013-10-14,1,62,42,52,-1,44,49,13,0,1712,1712, ,0,M,0.0,0.00,29.53,30.29,6.6,8,8.4
2013-10-15,1,64,49,57, 4,51,54,8,0,1711,1711,RA BR,0,M,0.0,0.07,29.14,29.91,7.6,19,10.6
2013-10-16,1,54,47,51,-1,45,48,14,0,1709,1709,DZ,0,M,0.0,  T,29.16,29.89,10.5,25,10.8
2013-10-17,1,53,40,47,-5,44,46,18,0,1707,1707,RA BR,0,M,0.0,0.29,29.12,29.86,6.1,26,6.9
2013-10-18,1,50,39,45,-6,40,43,20,0,1706,1706, ,0,M,0.0,0.00,29.18,29.91,8.3,26,8.7
2013-10-19,1,54,42,48,-3,37,42,17,0,1704,1704,RA,0,M,0.0,0.01,29.1,29.83,8.9,25,9.2
2013-10-20,1,61,36,49,-1,42,46,16,0,1703,1703,RA,0,M,0.0,0.01,29.07,29.8,5.1,20,6.1
